uid,chroma_stft,rms,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
42,0.264402986,0.024961,781.93027,517.308762,1362.777986,0.055098,-500.9042358,52.55102158,-13.7021904,2.428602934,4.674749851,-8.476629257,3.479556084,-1.115339994,-10.73162174,0.387217999,-0.761776984,-6.360303879,0.517849028,-1.268013954,-3.415477991,1.215067029,-2.347812891,-3.014677048,0.888083994,-2.600260019,1
43,0.45896399,0.060772002,1425.227774,886.162432,2435.435745,0.127406,-434.0450439,91.54563904,-33.22156525,-16.52174759,-6.106229782,-22.79463577,-2.124676943,0.778894007,-9.094058037,2.998387098,-0.343129992,-6.950645924,2.454039097,-1.941627026,-6.602122784,0.02964,-3.089143991,-4.242053986,-0.904516995,-5.055334091,0
44,0.321787,0.057378002,1411.052627,879.105637,2337.033638,0.115446,-392.415741,114.4603653,-46.04406357,8.473844528,15.52758884,-28.88178825,1.684324026,1.79252696,-18.79233742,6.743278027,2.022187948,-15.75667763,-0.563409984,-5.880122185,-14.13913155,-1.027271032,-6.133926868,-9.036492348,0.539243996,-6.717400074,0
45,0.370287001,0.01465,1381.018332,844.928718,2334.411021,0.119629,-496.6976013,72.82954407,-28.03309822,-14.6014986,-10.01770878,-25.74885178,-8.767723083,-4.728819847,-7.391791821,3.101224899,-5.525401115,-10.55728436,1.469195962,-2.455387115,-6.437017918,-0.767986,-4.25169611,-1.706830978,3.904544115,-2.873823881,1
46,0.398607999,0.022612,835.91028,784.388684,1511.744653,0.05021,-495.8922729,75.1427536,12.96657467,2.672817945,-2.51067996,-8.41474247,1.582044959,-0.034759,-7.611730099,-2.580538988,-0.316408992,1.404909968,7.013949871,2.631958008,-2.16959691,-0.130469993,-2.727291107,-3.271153927,0.019448999,-3.999167919,0
47,0.362489998,0.00082,1431.719504,1029.201415,2660.086981,0.116638,-690.2660522,164.6248016,-56.48934174,20.40778923,26.11570168,-33.91016388,5.818275928,-2.968353987,-29.94034004,6.357293129,0.369327009,-12.29088211,7.230721951,-10.44300461,-13.47368813,6.837391853,-9.627378464,-7.385306835,9.919440269,-6.628146172,0
48,0.405050993,0.024660001,1573.930513,912.50255,2636.820475,0.12056,-454.035675,124.9012604,-74.52062988,5.074694157,16.21173286,-43.69724274,-5.203239918,1.718935013,-16.84393692,8.41075325,-7.676486015,-21.04213715,9.023694038,-3.488284111,-20.91666031,-3.665388107,-8.835339546,-13.16986847,0.075340003,-3.752506018,0
49,0.482868999,0.009173,1349.486306,993.749951,2614.176034,0.105817,-587.5773315,32.23699188,-13.59057903,-1.380558968,-1.761544943,-10.036376,2.307790041,-0.016837001,-6.872426033,1.109603047,-1.139027953,-5.075684071,0.636618018,-2.52055192,-5.593659878,-1.109204054,-2.463576078,-2.971231937,0.001948,-1.429903984,0
50,0.426005989,0.038240001,1252.826257,899.165665,2244.062778,0.098605,-400.2316589,60.80797577,-12.63605785,-5.12673378,-6.755004883,-25.19124222,-14.11062241,-9.428852081,-15.24732494,-6.86814785,-4.220946789,-6.245614052,-1.182157993,-1.629834056,-0.755110025,3.599637985,-1.139096975,-1.813902974,3.713742018,0.587616026,1
51,0.37271601,0.015629999,1392.056647,926.019409,2477.778238,0.106867,-505.1533508,31.6394062,-19.42034721,-4.488739967,5.259520054,-4.405869961,0.421227992,-0.232731,-5.486877918,1.286573052,0.433544993,-6.639719009,-3.388335943,-0.226953,-1.057598948,-0.952993989,-2.141163111,-0.992026985,0.150977001,-3.286487103,0
52,0.385668993,0.018386999,1218.709769,878.494652,2118.887502,0.101788,-485.6298523,85.32633972,-7.281721115,-5.415122986,-4.770296097,-13.71615791,1.266787052,-4.478147984,-14.46285629,-1.742506981,-1.686089039,-6.606914997,-0.403872997,-0.615588009,2.152640104,6.228953838,-1.600178957,-1.816305995,1.65666604,-4.535754204,0
53,0.348657012,0.027788,1505.843467,900.86924,2521.84788,0.128719,-461.0014343,66.10631561,-34.1751976,-8.918927193,4.235410213,-15.52847576,-7.913668156,-10.45828438,-12.88699245,3.172844887,-1.059566021,-4.448945999,6.439939976,-2.675201893,-7.952661037,3.136087894,-1.446146011,-6.476564884,-0.814007998,-2.787848949,1
54,0.576628029,0.000141,1251.865932,1023.825127,2540.811369,0.083356,-800.4880981,148.4588013,-40.51330948,9.443181038,23.55579185,-22.13203239,5.97417593,7.509098053,-15.95587444,4.202338219,-0.269383997,-13.64883995,3.803165913,-2.966864109,-12.4891901,0.666963995,-6.337366104,-10.59445381,1.104679942,-5.330465794,0
55,0.440304995,0.033109002,1045.355313,782.233403,1816.974629,0.072045,-386.1841431,201.2245331,-60.19143295,-17.79469681,44.46203613,4.440814018,-2.857948065,-2.356847048,-3.563564062,20.60415077,9.987709045,-5.427302837,18.33281326,15.59912491,-3.11697197,6.341275215,3.639385939,-3.800113916,9.517007828,6.274010181,1
56,0.486286014,0.02548,1232.096732,910.716557,2214.470428,0.136501,-467.1365662,105.0738525,-15.60088444,-2.434020042,-0.947871029,-18.26955414,3.627788067,-3.440707922,-22.89064407,-8.818524361,-6.323974133,-10.05243206,-0.932222009,-5.773727894,-8.756288528,-2.421433926,-7.032561779,-5.935498238,-2.617361069,-11.7986927,0
57,0.267639995,0.057943001,798.899182,450.89799,1290.197754,0.056946,-447.1611023,80.43145752,-37.48761368,-16.07234001,2.12441206,-14.03376865,-3.97953105,-5.186560154,-11.66835117,-1.789816022,-5.940417767,-7.367760181,1.162603021,-5.669568062,-5.20352602,1.412744999,-8.03956604,-5.648696899,4.213903904,-3.539211035,0
58,0.115938999,0.011442,410.515538,267.073929,680.24879,0.02521,-545.3187866,40.3809433,-6.32542181,-1.17295301,0.017635999,-8.160251617,-0.537011027,-0.440575004,-6.257065773,-1.897534966,-1.694198012,-4.017896175,-1.06428802,-1.579391003,-1.623631954,0.853111029,-0.316293001,0.171763003,-0.294761002,-4.720598221,1
59,0.543358982,0.008113,986.124114,779.073858,1857.812988,0.071504,-509.4344177,214.651413,-66.97169495,-7.645084858,26.11985397,-29.62999344,2.629149914,8.561494827,-22.19351196,-3.590328932,-6.314536095,-15.81374645,5.457968235,-4.727303982,-14.54727173,3.282702923,-4.309707165,-10.67945766,0.783874989,-4.437253952,0
60,0.355783999,0.049281999,1263.120447,876.78372,2245.294115,0.094392,-419.6825562,52.13759613,-19.70585632,2.096873999,8.10329628,-11.08359528,-3.461452007,-5.175727844,-10.72449875,2.797113895,0.346437007,-10.29700375,-3.324811935,1.099177957,-0.223565996,0.770749986,-1.948505998,-1.515532017,-0.566420019,-6.613957882,0
61,0.108594999,0.000169,403.065326,194.43949,631.245002,0.027774,-983.9487915,26.45555115,-19.03278732,4.197280884,6.409938812,-7.670718193,2.740708113,0.639360011,-6.493207932,1.801372051,-0.239052996,-3.777549982,1.860214949,-1.248020053,-2.814186096,1.248551011,-1.974182963,-1.803725004,1.28243196,-1.949545026,0
62,0.470634013,0.012516,1449.210476,987.09118,2634.288833,0.134167,-539.0944214,47.74356079,-16.56256104,0.507745028,5.251933098,-11.04352188,-4.822951794,-4.773136139,-6.22616291,2.629673004,-5.172949791,-10.56715679,-0.220005006,-3.687120914,-9.207262039,-2.734014988,-4.13399601,-5.782408237,0.125907004,-0.545243025,0
63,0.519542992,0.051054999,1604.592259,943.060345,2672.342285,0.142288,-439.9672546,60.97018814,-35.80474091,3.625782967,17.24040604,-12.95979691,-5.000534058,-1.460278034,-7.567026138,0.134957001,-4.864011765,-5.798346996,3.610255957,-3.045066118,-3.074476957,3.453589916,-6.422737122,-6.002064228,2.948329926,-3.309514046,1
64,0.46379301,0.031056,1642.917271,1011.784994,2853.8599,0.141594,-474.4109192,88.31186676,-56.38410187,-0.811869025,18.35441589,-15.64977074,2.067224026,-8.377342224,-23.24477959,5.506556034,-2.895752907,-20.8192215,2.719248056,6.194417953,-6.23239994,-1.492748022,-5.49851799,-9.401803017,-4.523101807,-6.193054199,1
65,0.225977004,0.006841,802.314844,381.780638,1204.506787,0.051719,-612.5166626,49.85470963,-28.70017624,-1.837684989,11.22392273,-10.83009148,-6.652462959,-4.615745068,-9.587414742,-0.298155993,0.231493995,-4.001843929,-0.388698012,-2.875803947,-3.108020067,0.135580003,-5.842830181,-6.404391766,-1.583353996,-4.82397604,0
66,0.077812001,0,251.279284,117.943086,383.752441,0.010282,-1130.16626,0.652853012,-0.352468997,0.096699998,0.179670006,-0.146796003,0.066866003,0.084177002,-0.126958996,0.001952,0.020271,-0.072549,0.036246002,0.015913,-0.055183999,0.01493,-0.027868001,-0.046018001,0.048238002,-0.004385,0
67,0.292362988,0.082176,1152.837544,718.192407,1807.020635,0.090718,-344.2864075,87.29560852,-14.09337616,-12.69638348,-7.703499794,-20.0438652,-10.5698452,-14.2456646,-21.05478859,-6.446785927,-1.60819304,-4.000597,-0.072746001,-1.786149979,1.386945963,6.111363888,-0.89785099,-0.771444023,1.818578959,-6.23986578,0
68,0.419367999,0.01873,1056.625825,912.700181,2075.407435,0.078115,-466.023468,47.35990524,15.07001972,8.548716545,3.781147957,-1.185886979,0.572878003,-3.254112005,-5.9371562,-1.549054027,-1.620036006,-2.388995886,-0.172205001,-2.206197023,-3.560064077,-2.494767904,-4.652894974,-4.824316978,-2.902374983,-4.199886799,0
69,0.401982009,0.080211997,957.407261,893.187857,1821.833214,0.062669,-309.1782227,196.7106476,-31.22090912,2.859045982,10.4152441,-26.94430161,5.725952148,-2.876651049,-12.51648426,23.43639946,-0.45905599,-20.58807564,12.23731327,0.773809016,-13.55606174,6.872291088,-6.474802017,-14.55773067,4.847911835,-3.892620087,0
70,0.31406799,0.067863002,1553.454016,788.198385,2479.771798,0.129407,-362.8986511,90.95343781,-65.51165771,-4.325193882,10.52260876,-29.66062164,1.831840038,5.056382179,-13.45064259,6.379826069,-3.331465006,-15.50009918,5.059862137,-5.450481892,-18.19801331,-1.388980985,-4.918600082,-10.21462727,2.023977995,-1.21615696,1
71,0.433586001,0.060284998,1512.925205,944.091314,2589.154352,0.127049,-370.277832,117.315239,-61.25,9.733769417,24.23250389,-32.34041214,-10.9044857,-10.34700298,-23.47501183,3.110822916,-6.172698975,-17.78879547,3.133582115,-5.351425171,-12.36350346,2.21052289,-4.178225994,-3.865385056,5.417789936,-4.417918205,1
72,0.112213001,0.005412,265.829268,192.813604,487.839309,0.014912,-560.9069214,13.15590191,-3.287336111,2.572932959,4.078643799,-1.550155044,-0.093644001,0.368555009,-1.656260967,-0.349027008,-0.676771998,-1.517575026,0.073760003,-0.398600012,-1.244505048,-0.485527009,-1.028882027,-0.834379017,0.177053005,-0.76542598,0
73,0.394466996,0.053314,1611.107759,987.328156,2767.367959,0.154039,-373.9203796,108.6448288,-53.10859299,-0.000697,13.11243153,-19.55967522,6.005725861,-7.621132851,-27.16744614,-0.594496012,-7.21889019,-15.57766247,2.396199942,-6.097924232,-5.196082115,8.246043205,-7.5872159,-7.33914423,5.330133915,-7.399670124,0
74,0.458303988,0.063647002,1856.088778,992.637145,3038.291678,0.168521,-367.6332397,135.5265045,-96.89064789,8.268837929,16.6078949,-55.82155228,-7.997768879,-9.448143959,-30.72611046,11.95079899,-2.684338093,-19.75711823,9.63540554,-7.200195789,-16.40498924,3.988600016,-11.0764246,-8.537677765,9.901255608,-4.940329075,1
75,0.365310013,0.070262,1194.925813,909.394087,2189.676372,0.086244,-364.2970276,114.3526382,-26.86523819,10.79433632,9.143262863,-28.50797081,-1.998646021,-6.536355972,-25.88227844,-1.581109047,-2.896528959,-15.95090199,-2.527231932,-5.379804134,-9.671328545,-0.946874976,-7.653848171,-7.416231155,0.134982005,-7.641106129,1
76,0.478258014,0.061749998,1222.630874,995.344908,2435.485584,0.096741,-351.6231689,102.0052414,-12.91032791,5.190303802,11.56610584,-13.63321304,-5.580396175,-5.526597023,-7.797592163,3.448199987,-5.06755209,-7.525753975,2.560934067,-7.636481762,-9.807714462,-0.702333987,-7.557720184,-4.465856075,3.813430071,-6.267784119,1
77,0.258302987,0.01335,962.646689,549.671028,1621.135075,0.05569,-584.6953735,29.24851608,-12.49988174,0.193149,2.749171972,-7.158624172,-1.098656058,-1.026059985,-4.186130047,1.197180033,-1.496494055,-4.802266121,-0.245857999,-1.785248995,-4.019249916,-1.143676043,-1.608538032,-1.439885974,-0.051824,-1.809857965,1
78,0.209252,0.021213001,901.494856,479.566327,1433.312297,0.061333,-515.5600586,67.12041473,-35.61197662,-5.555828094,-0.075753003,-16.7665329,4.564414978,-7.445981026,-22.91654396,0.005519,-2.594007015,-13.1512413,1.558894992,-0.181283996,-6.109814167,2.39281106,-1.111209989,-4.49052,-0.309459001,-3.684573889,0
79,0.332145989,0.027868999,1363.880959,859.441236,2302.447189,0.110285,-481.4520874,99.68327332,-39.13061905,-3.943577051,12.20121765,-27.84939575,-17.48107338,-7.134754181,-18.85152245,-8.984247208,-5.534461975,-11.11000061,-5.437654018,-7.715683937,-5.92852211,4.056831837,-4.287043095,-7.894073963,4.211391926,1.082191944,1
